capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,ONEPhysicality/GameThread/RegionalDamage_ms,ONEPhysicality/GameThread/BloodFixedStep_ms,ONEPhysicality/GameThread/StumpCollisionTransfer_ms,ONEPhysicality/GameThread/RagdollInitialize_ms,PhysicsVerbose/AllWorkers/StepSolver_Gather_ms,Chaos/AllWorkers/ApplyConstraints_ms,PhysicsVerbose/AllWorkers/StepSolver_Scatter_ms,ONEPhysicality/GameThread/RagdollRest_ms,ONEPhysicality/GameThread/PartInitialize_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native,ONEPhysicality/Live_native,ONEPhysicality/RigidBodies_native,ONEPhysicality/Awake_native,ONEPhysicality/Wounds_native,ONEPhysicality/Phase_native,ONEPhysicality/Droplets_native,ONEPhysicality/Pools_native,ONEPhysicality/ProjectionTraces_native
6521,54.34583329999998,0,8.5142,1.9809,2.5475,1.554,1.0628,0.0107,0.0049,0.0003,0.1082,0.1277,0.0874,0.1058,0.2296,0.0002,0.0229,0.006,0.0026,0.0002,0.0311,0.4073,0.0008,0.0001,0.0176,0.8816,0.0584,0.0,0.0103,0.0,0.0,0.0,0.0,0.1341,0.2569,0.0384,0.0,0.0,0.0,221.0,64.0,94.0,63.0,104.0,0.0,2.0,2.0,136.0,90.0,0.0,136.0,74.0,31.0,266.0,90.0,81.0,0.0,0.0,0.0,68.0,645.0,301.0,8.0,2.0,1.0,0.0,64.0,64.0,6.0,5.0,0.0,0.0,0.0
6522,54.35434749999998,0,8.3488,2.1101,2.636,1.7236,1.0288,0.0101,0.0049,0.0002,0.1054,0.1247,0.1054,0.1239,0.2714,0.0001,0.0232,0.0062,0.0034,0.0001,0.0316,0.3203,0.0006,0.0,0.0172,0.8353,0.0619,0.0001,0.0094,0.0,0.0,0.0,0.0,0.1456,0.1957,0.0469,0.0104,0.0,0.0,221.0,64.0,94.0,63.0,104.0,0.0,2.0,2.0,136.0,90.0,0.0,136.0,73.0,31.0,266.0,89.0,81.0,0.0,0.0,0.0,68.0,645.0,301.0,8.0,2.0,1.0,0.0,64.0,64.0,6.0,5.0,0.0,0.0,0.0
6523,54.36269629999998,0,8.3491,2.0295,2.7589,1.647,0.9822,0.0113,0.005,0.0004,0.109,0.129,0.085,0.1158,0.2396,0.0002,0.0252,0.0073,0.0029,0.0002,0.0342,0.297,0.0006,0.0002,0.0176,0.7862,0.0635,0.0,0.013,0.0,0.0,0.0,0.0,0.1351,0.1786,0.0408,0.0,0.0,0.0,221.0,64.0,94.0,63.0,104.0,0.0,2.0,2.0,136.0,90.0,0.0,136.0,74.0,31.0,266.0,90.0,81.0,0.0,0.0,0.0,68.0,645.0,301.0,8.0,2.0,1.0,0.0,64.0,64.0,6.0,5.0,0.0,0.0,0.0
6524,54.37104539999998,0,8.0721,2.0443,2.5217,1.663,0.9621,0.0101,0.0046,0.0002,0.1027,0.1214,0.0817,0.1325,0.2598,0.0003,0.022,0.0058,0.0036,0.0002,0.0307,0.2914,0.0007,0.0002,0.0162,0.7848,0.0581,0.0001,0.0095,0.0,0.0,0.0,0.0,0.1334,0.1787,0.0414,0.0,0.0,0.0,221.0,64.0,94.0,63.0,104.0,0.0,2.0,2.0,136.0,90.0,0.0,136.0,73.0,31.0,266.0,88.0,81.0,0.0,0.0,0.0,68.0,645.0,301.0,8.0,2.0,1.0,0.0,64.0,64.0,6.0,5.0,0.0,0.0,0.0
6525,54.37911749999998,0,8.6325,2.0375,2.5988,1.6914,0.9955,0.0109,0.0053,0.0003,0.101,0.1209,0.0877,0.1158,0.244,0.0002,0.0207,0.0057,0.0098,0.0002,0.0264,0.3147,0.0007,0.0002,0.0263,0.8079,0.0634,0.0002,0.012,0.0,0.0,0.0,0.0,0.1173,0.1454,0.0355,0.0,0.0,0.0,221.0,64.0,94.0,63.0,88.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6526,54.387749999999976,0,8.1943,1.9288,2.6071,1.5547,1.0421,0.0097,0.005,0.0004,0.105,0.1237,0.0879,0.1259,0.3518,0.0003,0.0219,0.0052,0.0043,0.0002,0.0229,0.295,0.0007,0.0001,0.0137,0.8758,0.0479,0.0001,0.0068,0.0,0.0,0.0,0.0,0.1021,0.1304,0.0342,0.0,0.0,0.0,221.0,64.0,94.0,63.0,88.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6527,54.395944299999975,0,8.2614,2.0164,2.6914,1.6666,1.0801,0.0482,0.0056,0.0005,0.1057,0.1629,0.088,0.1242,0.2565,0.0002,0.0237,0.0053,0.005,0.0001,0.0272,0.3778,0.0006,0.0002,0.0144,0.9108,0.0558,0.0001,0.0084,0.0,0.0,0.0,0.0,0.1054,0.1467,0.0334,0.0124,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6528,54.40420569999998,0,8.5367,1.9458,2.5459,1.6024,1.0845,0.0115,0.0056,0.0004,0.105,0.1274,0.1042,0.1436,0.2951,0.0002,0.0216,0.0052,0.005,0.0003,0.0239,0.293,0.0013,0.0001,0.0138,0.8235,0.1409,0.0,0.007,0.0,0.0,0.0,0.0,0.0986,0.1224,0.0336,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6529,54.41274239999998,0,8.1887,1.9793,2.6768,1.6153,0.9875,0.0097,0.0051,0.0003,0.1188,0.138,0.102,0.125,0.268,0.0001,0.0239,0.0059,0.0047,0.0,0.0272,0.2997,0.0007,0.0004,0.0131,0.8178,0.0533,0.0002,0.0072,0.0,0.051,0.0,0.0,0.1003,0.1229,0.0337,0.0108,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,6.0,22.0,7.0
6530,54.420931099999976,0,8.4139,2.1062,2.5494,1.64,0.966,0.0105,0.0053,0.0003,0.1122,0.132,0.0913,0.1276,0.2659,0.0003,0.0237,0.0056,0.0043,0.0003,0.0261,0.2983,0.0009,0.0001,0.0138,0.8031,0.0492,0.0001,0.0091,0.0,0.0,0.0,0.0,0.1021,0.1249,0.0327,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6531,54.42934499999998,0,8.1595,2.0606,2.6562,1.6856,1.0648,0.0102,0.0053,0.0004,0.1052,0.1244,0.0894,0.1191,0.2486,0.0001,0.0206,0.0053,0.0039,0.0001,0.0233,0.3017,0.0007,0.0002,0.0942,0.8969,0.0468,0.0001,0.007,0.0,0.0,0.0,0.0,0.101,0.1309,0.0296,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6532,54.437504499999974,0,8.3905,1.9633,2.4262,1.636,0.9924,0.0091,0.0054,0.0003,0.0974,0.1151,0.0861,0.1132,0.2376,0.0003,0.0221,0.0048,0.0041,0.0001,0.0245,0.3775,0.001,0.0,0.0136,0.8333,0.048,0.0001,0.0081,0.0,0.0,0.0,0.0,0.0986,0.2116,0.0297,0.0111,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,58.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6533,54.44589499999997,0,8.2549,1.9782,2.4851,1.6659,0.9261,0.0091,0.0051,0.0003,0.1018,0.12,0.0867,0.1037,0.2253,0.0002,0.0202,0.0046,0.0031,0.0002,0.0222,0.3266,0.0009,0.0002,0.0126,0.7686,0.0446,0.0,0.009,0.0,0.0,0.0,0.0,0.1425,0.1301,0.0319,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6534,54.45414989999997,0,8.3254,2.2187,2.4822,1.663,0.9553,0.0099,0.0056,0.0004,0.1031,0.1229,0.0888,0.1264,0.2575,0.0003,0.0232,0.0051,0.0036,0.0001,0.0217,0.2993,0.0009,0.0,0.0132,0.7837,0.0481,0.0001,0.0071,0.0,0.0,0.0,0.0,0.1007,0.1191,0.0315,0.0023,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,58.0,22.0,198.0,67.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6535,54.462475299999966,0,8.4125,1.8932,2.5,1.6437,0.9946,0.0108,0.0049,0.0003,0.1438,0.1631,0.0885,0.1113,0.239,0.0002,0.0226,0.005,0.0048,0.0001,0.0263,0.3242,0.0007,0.0,0.0133,0.829,0.0481,0.0,0.0069,0.0,0.0,0.0,0.0,0.136,0.1324,0.034,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6536,54.470887799999964,0,8.4671,1.9079,2.6417,1.6418,0.9818,0.0104,0.0054,0.0006,0.1093,0.1291,0.0894,0.118,0.2527,0.0001,0.027,0.0057,0.005,0.0001,0.0302,0.2988,0.0007,0.0001,0.0131,0.8027,0.0578,0.0,0.008,0.0,0.0,0.0,0.0,0.1016,0.1208,0.0324,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,58.0,22.0,198.0,68.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6537,54.47935489999996,0,8.4515,2.1172,2.8618,1.8303,1.174,0.0103,0.0059,0.0004,0.1192,0.1396,0.1046,0.1487,0.3955,0.0006,0.0253,0.0056,0.0061,0.0001,0.0269,0.3276,0.0009,0.0,0.0135,0.9826,0.0592,0.0,0.0079,0.0,0.0,0.0,0.0,0.1032,0.1353,0.0386,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6538,54.48780639999996,0,8.5183,2.1533,2.7977,1.704,1.1581,0.0115,0.0063,0.0005,0.1161,0.1376,0.1134,0.16,0.3261,0.0003,0.0276,0.0057,0.0057,0.0002,0.0281,0.3898,0.0011,0.0002,0.0139,0.9698,0.06,0.0002,0.0073,0.0,0.0,0.0,0.0,0.1078,0.216,0.0364,0.0,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,58.0,22.0,198.0,67.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,64.0,48.0,6.0,5.0,0.0,0.0,0.0
6539,54.49632469999996,1,8.3113,2.0696,2.9678,1.5562,1.0385,0.0115,0.0057,0.0005,0.109,0.1302,0.1153,0.1575,0.3234,0.0003,0.0232,0.0053,0.0047,0.0002,0.0223,0.3052,0.0012,0.0,0.0137,0.8679,0.0489,0.0001,0.0106,0.0,0.0,0.0,0.0,0.0991,0.1304,0.034,0.271,0.0,0.0,221.0,64.0,94.0,63.0,78.0,0.0,2.0,1.0,104.0,90.0,0.0,104.0,59.0,22.0,198.0,69.0,52.0,0.0,0.0,0.0,51.0,645.0,246.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6540,54.50463599999996,0,8.0956,2.2188,2.758,1.7575,1.0685,0.0086,0.0049,0.0003,0.11,0.1276,0.0753,0.1281,0.2473,0.0002,0.0319,0.0156,0.0209,0.0001,0.0272,0.2829,0.0011,0.0,0.0085,0.795,0.051,0.0001,0.0066,0.0,0.0,0.0,0.0,0.076,0.088,0.021,0.0,0.0,0.0,221.0,48.0,110.0,63.0,62.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,32.0,13.0,132.0,39.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6541,54.51273159999996,0,8.1299,2.0448,2.501,1.5392,0.9141,0.0077,0.0056,0.0005,0.1128,0.1303,0.095,0.1182,0.2589,0.0002,0.0205,0.0045,0.003,0.0001,0.0189,0.2399,0.0008,0.0,0.013,0.7326,0.0602,0.0001,0.0054,0.0,0.0639,0.0,0.0,0.0776,0.0884,0.0208,0.0102,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,36.0,13.0,132.0,42.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,7.0,22.0,6.0
6542,54.52086149999996,0,8.592,2.1155,2.4689,1.7007,0.8902,0.0092,0.0057,0.0002,0.1186,0.1379,0.0814,0.1063,0.2279,0.0001,0.0237,0.0045,0.0035,0.0001,0.0227,0.2314,0.0013,0.0002,0.0123,0.7051,0.0557,0.0001,0.0077,0.0,0.0,0.0,0.0,0.072,0.0891,0.0233,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6543,54.52945349999996,0,8.1889,2.0309,2.7616,1.7262,1.0134,0.009,0.0057,0.0003,0.1511,0.1713,0.0963,0.122,0.2652,0.0003,0.025,0.0048,0.0041,0.0002,0.0245,0.2958,0.0008,0.0001,0.0118,0.8393,0.0509,0.0,0.0062,0.0,0.0,0.0,0.0,0.0725,0.1406,0.0232,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,38.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6544,54.53764239999996,0,8.3791,2.2004,2.618,1.6649,0.9362,0.0083,0.0051,0.0003,0.1261,0.1437,0.088,0.1219,0.2524,0.0003,0.0249,0.0048,0.004,0.0001,0.0254,0.2555,0.0008,0.0001,0.0108,0.7552,0.0542,0.0,0.0067,0.0,0.0,0.0,0.0,0.0732,0.0985,0.0229,0.0113,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,38.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6545,54.54602149999996,0,8.1808,2.1008,2.5374,1.7024,0.9303,0.0095,0.0079,0.0005,0.1109,0.1322,0.0913,0.1216,0.2602,0.0002,0.0225,0.0047,0.0039,0.0001,0.024,0.2479,0.0009,0.0,0.0124,0.7468,0.0567,0.0001,0.0073,0.0,0.0,0.0,0.0,0.0718,0.0997,0.0243,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,38.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6546,54.55420229999996,0,8.3623,2.1313,2.4952,1.7667,0.8922,0.0086,0.0054,0.0004,0.1172,0.136,0.0816,0.1135,0.2425,0.0003,0.0236,0.0049,0.004,0.0001,0.0252,0.2405,0.0006,0.0002,0.0109,0.7195,0.0504,0.0,0.0068,0.0,0.0,0.0,0.0,0.0726,0.0997,0.0206,0.0024,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,38.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6547,54.56256459999996,0,8.3877,2.0153,2.5419,1.6225,0.9694,0.0089,0.0058,0.0004,0.1149,0.1336,0.0825,0.1108,0.2803,0.0002,0.0234,0.0051,0.0038,0.0006,0.0252,0.252,0.001,0.0,0.0126,0.7809,0.0614,0.0001,0.0049,0.0,0.0,0.0,0.0,0.0737,0.0969,0.0223,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,38.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6548,54.57095229999996,0,8.2919,2.0465,2.5234,1.693,0.9288,0.0081,0.0054,0.0003,0.1154,0.1328,0.0833,0.1152,0.2449,0.0003,0.0207,0.0048,0.0036,0.0001,0.0207,0.2683,0.0008,0.0002,0.0117,0.7467,0.0569,0.0002,0.006,0.0,0.0,0.0,0.0,0.0763,0.1091,0.0224,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6549,54.57924419999996,0,8.3593,1.9719,2.5941,1.7594,0.9581,0.0084,0.0062,0.0003,0.1137,0.1335,0.1027,0.142,0.2912,0.0002,0.0214,0.005,0.004,0.0001,0.0221,0.2529,0.0006,0.0001,0.0103,0.7733,0.058,0.0001,0.0064,0.0,0.0,0.0,0.0,0.0732,0.1062,0.0239,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,44.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6550,54.587603499999965,0,8.432,1.9438,2.5585,1.7745,0.9832,0.0079,0.0054,0.0003,0.1184,0.1362,0.0695,0.1274,0.2421,0.0003,0.0228,0.0051,0.004,0.0002,0.0263,0.3315,0.0006,0.0002,0.0099,0.8113,0.0505,0.0002,0.0057,0.0,0.0,0.0,0.0,0.1561,0.0962,0.0231,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,12.0,132.0,45.0,30.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6551,54.596035499999964,0,8.3326,2.075,2.8662,1.8152,0.8973,0.0077,0.0055,0.0004,0.1208,0.139,0.0767,0.1057,0.2287,0.0003,0.0256,0.0049,0.0036,0.0001,0.0244,0.2261,0.0008,0.0001,0.0117,0.7011,0.0564,0.0,0.0062,0.0,0.0,0.0,0.0,0.0739,0.0877,0.023,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6552,54.60436809999997,0,8.2308,1.9752,2.4495,1.6713,0.9627,0.0089,0.0058,0.0003,0.1104,0.1284,0.0761,0.0972,0.2154,0.0002,0.0208,0.0046,0.0034,0.0001,0.0204,0.2187,0.0007,0.0002,0.0511,0.6964,0.0604,0.0001,0.0056,0.0,0.0,0.0,0.0,0.0683,0.0863,0.0207,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6553,54.612598899999966,0,8.3446,2.0564,2.5564,1.7444,0.9294,0.0092,0.0059,0.0003,0.112,0.1314,0.0713,0.1059,0.2189,0.0003,0.0225,0.005,0.0034,0.0002,0.0199,0.2298,0.0007,0.0,0.0096,0.6779,0.134,0.0001,0.0065,0.0,0.0499,0.0,0.0,0.0698,0.0896,0.0231,0.0104,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,6.0,22.0,7.0
6554,54.62094349999997,0,8.1621,2.0239,2.4279,1.7181,0.8585,0.0066,0.0053,0.0003,0.1025,0.1181,0.0792,0.1048,0.2211,0.0003,0.0203,0.0046,0.003,0.0001,0.0198,0.2683,0.0007,0.0001,0.0097,0.7005,0.0441,0.0001,0.0061,0.0,0.0,0.0,0.0,0.1086,0.0953,0.0213,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6555,54.62910559999997,0,8.3775,2.0019,2.4287,1.759,0.952,0.0077,0.0047,0.0004,0.1047,0.1207,0.0694,0.1116,0.2218,0.0003,0.0208,0.0041,0.0033,0.0001,0.0206,0.3572,0.0006,0.0002,0.0099,0.7908,0.0492,0.0001,0.0068,0.0,0.0,0.0,0.0,0.1526,0.0949,0.0202,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6556,54.63748309999997,0,8.2732,1.9555,2.37,1.7188,0.8426,0.0081,0.005,0.0003,0.1007,0.1171,0.0636,0.1489,0.2516,0.0002,0.0201,0.0044,0.003,0.0003,0.019,0.2237,0.0007,0.0,0.0094,0.6796,0.0517,0.0001,0.0064,0.0,0.0,0.0,0.0,0.0664,0.0934,0.0187,0.0124,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
6557,54.64575629999997,0,8.3544,1.8527,2.4416,1.6585,0.8941,0.0089,0.0054,0.0004,0.1063,0.1244,0.0782,0.1089,0.2302,0.0002,0.0626,0.0051,0.0026,0.0002,0.02,0.2272,0.0012,0.0,0.0108,0.7212,0.0531,0.0001,0.0065,0.0,0.0,0.0,0.0,0.0687,0.0926,0.023,0.0,0.0,0.0,221.0,48.0,110.0,63.0,52.0,0.0,2.0,1.0,73.0,90.0,0.0,73.0,39.0,13.0,132.0,45.0,31.0,0.0,0.0,0.0,34.0,446.0,173.0,8.0,2.0,1.0,0.0,48.0,32.0,6.0,5.0,0.0,0.0,0.0
